1	1962-01-06 17:44:52.9536118	2	4	727	1	2001-08-25 22:05:55.2254154
2	1984-11-26 17:49:00.7865868	3	2	818	1	2015-02-24 00:38:36.1379108
3	2002-02-01 17:15:24.3002392	1	4	768	1	1969-05-21 13:17:42.5997170
4	1983-04-28 12:23:40.1725632	2	18	557	1	1987-09-04 01:49:06.0319280
5	1993-04-03 20:29:59.2367180	0	11	206	1	2009-12-03 18:51:03.4327816
6	1956-01-13 19:56:40.4667095	3	16	559	1	1979-12-16 21:03:07.9287686
7	2003-10-12 22:26:50.2511574	0	14	907	1	1954-08-04 09:35:17.6793765
8	1960-08-30 19:19:39.1657012	2	3	441	1	1993-08-01 11:27:38.1831528
9	1963-04-18 11:37:40.7438759	1	9	978	1	2003-05-07 08:46:39.9197034
10	1981-11-13 08:59:45.9916018	3	4	273	0	1971-10-02 08:21:39.9086073
11	1970-02-23 16:42:34.1484219	0	15	291	1	2014-05-31 09:32:24.4328408
12	1992-01-12 17:30:05.9789012	1	4	467	1	1985-10-15 07:24:40.8501442
13	1963-12-29 17:21:50.2334507	3	11	633	0	1992-04-21 08:58:29.4670118
14	1966-11-08 19:19:58.0530258	2	6	469	1	2005-10-14 09:21:22.7454620
15	2017-06-21 04:22:09.8936856	2	8	983	1	1985-02-01 08:31:39.7653822
16	1964-11-08 16:33:08.0649904	3	9	30	1	1972-10-17 03:54:48.2888695
17	1993-07-09 08:55:09.0131806	0	10	862	1	2000-02-10 17:31:01.7308418
18	1969-05-26 19:08:57.1135809	3	10	996	1	1975-11-16 14:50:22.0521237
19	2008-12-22 01:11:24.7026918	3	19	675	0	2017-09-26 23:41:53.5345988
20	1965-08-22 04:14:06.2250155	2	20	313	1	1961-07-01 05:13:36.2555424
21	1961-04-17 18:31:00.9157872	1	8	815	1	2004-04-23 01:09:35.7505972
22	2002-09-16 21:21:08.8150004	0	6	847	1	2017-05-21 17:27:34.9018692
23	1975-04-18 07:50:54.1821864	2	14	992	1	1965-04-05 07:47:13.8201549
24	1990-01-26 08:16:47.2219228	3	6	33	0	1973-09-02 17:57:49.7026882
25	2009-06-06 02:11:44.9509712	3	2	697	1	1976-05-29 18:38:59.9135112
26	1954-10-17 11:50:07.7918459	2	7	523	1	1968-10-09 16:02:14.0414912
27	2017-03-19 22:50:59.6700112	3	15	932	1	1971-10-25 20:38:43.2430893
28	2001-02-06 09:06:12.3821836	1	20	684	1	2007-06-13 22:08:24.3742744
29	1975-08-15 19:53:32.6680096	2	19	542	1	2000-04-17 15:13:46.1918828
30	2014-08-02 07:48:25.2023468	3	12	81	1	2016-04-27 01:40:56.2044500
31	1996-05-27 12:10:03.6325538	0	9	185	1	1986-06-04 22:17:49.5962744
32	2011-06-09 00:32:26.7484840	0	9	449	0	1967-03-20 13:29:35.1849087
33	1954-07-25 10:21:12.4880123	1	17	295	1	1955-04-02 13:54:55.2745119
34	1954-12-24 22:41:34.2296259	0	2	987	1	1963-02-05 10:06:49.9600410
35	1996-04-16 21:41:13.5765210	0	8	639	1	1979-11-03 12:43:09.7080426
36	2013-11-28 08:19:12.1157256	3	1	760	1	1963-03-11 20:24:38.3677682
37	1988-06-21 05:01:39.3319716	1	5	31	0	1997-08-25 08:57:23.6909454
38	1993-08-03 21:32:33.0294348	1	20	377	1	1955-03-24 17:24:28.7837475
39	1991-11-13 12:04:18.7647000	3	19	341	1	1982-07-24 04:26:21.3591092
40	2005-11-09 01:11:37.6299202	1	20	955	1	1995-06-07 22:11:40.0940338
41	1994-02-06 16:12:18.7274492	1	4	501	1	1983-08-23 21:10:30.8747468
42	1983-05-06 12:34:06.0075916	2	1	713	1	2008-07-15 19:16:50.1357590
43	1974-02-03 23:03:00.1007449	3	10	118	1	1965-01-28 10:43:23.3234016
44	1954-09-17 22:36:39.2908111	0	6	269	1	1991-05-08 00:27:55.1161212
45	1959-09-08 22:15:19.1098646	2	4	904	1	2000-11-16 22:41:29.0824000
46	1953-01-31 12:00:13.1402827	3	16	792	1	1979-03-11 18:27:57.4048936
47	2007-03-20 19:17:18.0887758	0	11	334	1	1987-11-12 06:36:31.8438858
48	1991-10-03 00:18:34.1663168	2	13	453	1	1996-10-28 10:14:20.9746940
49	1976-04-14 00:39:13.9803933	1	12	145	1	2007-11-29 19:40:38.8247312
50	1977-06-18 09:41:16.0591267	2	13	219	0	1955-07-03 18:30:09.2050236
51	1980-10-17 17:38:39.2250012	2	14	407	0	1953-08-29 08:44:42.9297927
52	1999-09-13 04:33:33.4828166	0	13	717	1	2016-02-11 06:21:50.9291304
53	2014-03-27 05:30:56.8250748	2	8	616	0	1990-07-10 16:10:15.7606650
54	1988-01-06 15:18:58.9021966	2	19	486	1	1989-03-22 07:50:43.5224172
55	1985-06-02 07:05:55.8837650	2	19	192	1	1985-06-29 10:51:17.9083152
56	1977-01-20 20:23:44.1386114	2	19	876	1	2002-01-05 04:38:20.3235462
57	1962-08-12 09:58:06.6044003	1	8	824	1	2002-11-21 16:51:22.3177560
58	1965-01-07 08:58:37.0783163	2	18	733	1	2013-06-18 19:19:52.8970288
59	1991-08-23 10:11:55.2215920	2	17	856	1	1964-04-07 07:10:06.1184169
60	1991-06-19 08:39:51.4448718	1	5	673	0	1994-02-25 02:48:49.3912904
61	1956-07-26 21:05:40.7966982	0	2	619	1	1961-02-22 00:24:24.6856791
62	1955-09-06 13:20:37.8689736	3	14	215	1	1964-11-21 11:26:53.3051021
63	2002-10-16 23:26:06.4976914	3	5	893	1	2011-01-14 20:13:51.9912696
64	1966-06-17 03:49:15.5415292	2	17	894	1	2004-10-10 07:05:43.7152534
65	2003-03-19 20:49:42.3590480	3	16	86	1	2003-01-28 10:03:50.3123332
66	1976-06-17 16:10:07.3999378	3	7	835	1	2000-03-13 20:02:49.2479322
67	1990-06-21 07:08:53.4908890	3	7	166	1	1983-07-16 17:29:45.5756324
68	1962-01-05 18:40:16.0038248	3	10	637	1	1982-03-17 22:51:39.5069708
69	1988-04-23 21:38:44.4765048	2	18	822	1	1978-12-12 20:38:13.0374194
70	1956-07-24 20:02:57.7779602	2	8	217	1	1974-11-24 12:07:01.3976139
71	1994-02-18 11:31:28.7330188	1	5	1000	0	1992-11-22 18:57:24.5979242
72	2017-09-05 11:22:35.9837456	2	10	476	0	1997-11-20 00:06:32.9470942
73	1995-04-14 07:04:38.3488810	0	12	646	1	2011-01-24 10:24:00.6930144
74	1956-02-13 23:59:47.0727717	2	20	714	0	1975-04-23 01:30:13.4405653
75	1989-04-15 12:01:47.4975664	0	16	803	1	1995-08-09 08:03:05.3807958
76	1995-09-13 05:56:54.9081956	2	8	99	1	2013-07-09 05:52:45.6148384
77	1981-08-13 22:18:08.7142554	0	16	723	1	2005-04-24 06:44:11.5784674
78	1973-08-01 09:14:14.8913753	1	9	710	1	1991-08-30 07:19:18.7040338
79	1983-05-21 10:01:28.1120582	1	3	123	1	1990-07-17 19:16:20.6202882
80	2009-05-06 14:11:31.8106882	0	7	903	1	2014-12-20 00:11:02.5086176
81	1965-04-29 16:32:49.7030702	1	16	184	1	1998-08-29 09:25:42.1976054
82	1978-06-18 22:32:25.5036943	0	2	470	1	1992-09-27 10:24:22.2683952
83	1977-10-26 08:26:58.4017905	3	9	533	1	2017-04-15 02:27:45.5495432
84	2015-11-28 10:12:16.6088828	0	6	321	1	1997-10-16 20:43:36.9868592
85	1986-10-16 14:09:45.9773456	0	19	662	1	2015-08-30 16:56:13.2746572
86	2014-06-15 07:36:30.1497372	3	16	459	1	1988-01-23 15:55:58.6671442
87	2014-12-13 19:01:29.9234092	1	1	830	1	1994-06-10 21:19:19.4242438
88	1984-04-18 19:02:13.5858158	2	18	802	1	1983-10-12 06:04:11.7520948
89	1987-04-24 15:35:38.3458608	1	4	786	0	1995-05-09 23:15:32.0517258
90	1972-03-28 01:17:29.4379095	1	9	757	1	1995-07-30 08:04:49.3844962
91	2004-04-18 22:21:05.5113252	2	13	937	1	1978-01-19 03:33:16.0500121
92	1976-06-14 20:03:02.2536551	3	7	288	1	2001-12-07 13:37:30.7939164
93	1954-12-13 11:20:37.8078427	2	4	513	1	2008-09-16 10:14:22.6653306
94	1953-05-28 03:24:27.3198280	1	15	652	1	2006-02-27 01:37:31.9678188
95	2002-04-16 04:05:56.8332220	1	18	326	0	1987-04-16 21:47:15.4083546
96	1991-06-04 02:51:40.8584756	2	10	279	1	1971-10-03 09:43:37.5696446
97	1998-04-20 13:07:59.5099000	3	17	814	0	2015-04-01 23:02:58.1444892
98	1960-08-20 19:13:44.5592156	1	13	216	1	1978-01-19 03:37:39.6081482
99	1969-04-01 01:46:56.9317633	1	10	179	1	2006-01-08 14:24:04.8037880
100	2000-12-22 06:05:11.7099268	3	17	65	0	1953-09-06 02:38:39.8344677
101	1980-05-13 04:51:19.6493940	3	9	612	1	2013-05-27 00:58:11.8292612
102	1998-03-16 00:37:02.0849508	1	2	685	1	1958-08-28 07:44:52.3369150
103	1956-06-11 02:39:49.6898120	3	15	618	1	1970-11-17 13:36:07.9372747
104	1972-09-21 04:36:16.2024331	2	4	927	1	1986-01-06 07:33:37.4271174
105	2001-01-28 22:09:47.3261078	0	9	218	1	1980-05-10 23:32:44.6070995
106	1980-11-12 06:16:03.2412554	3	4	928	0	1973-07-10 08:38:09.9826985
107	1957-06-01 21:28:55.1339357	0	2	63	1	1958-01-18 19:57:50.2361158
108	2011-02-12 05:31:09.7523032	0	9	897	0	1968-03-20 14:40:02.3200996
109	2016-06-23 03:17:11.4046304	2	3	667	1	2011-05-14 23:47:38.1416216
110	2007-06-21 01:09:00.9755696	0	11	91	1	1989-09-21 04:58:32.2934768
111	2013-03-09 22:05:35.4243560	2	3	144	1	2014-06-13 21:54:08.7450788
112	2006-10-12 00:43:51.7130250	3	20	105	1	1964-03-25 09:32:03.6137222
113	1999-05-20 22:57:08.9662582	0	16	596	0	1975-12-04 00:03:32.2767404
114	2000-01-17 20:00:23.4109036	2	11	952	1	1967-01-18 06:59:03.6097992
115	1979-02-20 16:07:01.7418017	3	9	481	1	2013-03-29 17:23:07.1936852
116	1995-11-08 22:33:15.2930038	3	1	146	1	1986-02-25 14:00:02.4172838
117	1995-08-12 04:53:39.4671832	3	6	668	0	1965-05-09 08:59:07.7555589
118	2004-08-19 13:13:49.8888086	3	20	560	1	1966-03-31 23:30:15.0044105
119	1997-06-01 13:39:29.5641836	1	19	225	1	2006-11-11 14:09:30.4405962
120	2006-07-05 13:13:12.2093106	3	20	604	1	1968-01-06 18:07:51.6451889
121	1979-04-05 21:08:37.4765285	1	6	5	1	1958-10-04 22:43:29.8236882
122	1959-03-05 12:06:39.9050730	1	10	357	0	2017-07-05 11:25:33.8235376
123	1992-06-14 03:04:37.6579642	1	6	848	0	2004-08-08 23:36:07.4552448
124	1969-01-27 20:21:15.0385953	1	9	59	1	2001-02-13 12:33:23.6529230
125	1970-01-05 21:41:52.2666351	0	15	278	1	2014-08-06 08:33:45.3476020
126	1970-09-06 15:28:26.4793638	2	19	698	1	2008-09-16 05:19:53.8040078
127	2015-09-25 00:01:58.1759028	0	7	958	1	2006-12-04 13:52:10.2817638
128	1994-11-18 03:40:11.0290528	2	17	988	0	1957-11-28 08:46:28.7251956
129	1971-07-31 19:53:50.2395499	0	2	381	0	2005-10-07 03:42:58.0322108
130	2015-08-13 09:10:06.6390908	2	7	512	1	1976-11-06 22:19:27.8111510
131	2015-02-23 16:48:55.3982952	3	12	275	1	2016-01-08 06:49:47.4703492
132	1973-12-25 03:04:24.1550398	2	4	497	1	1980-04-06 03:06:31.9703193
133	1957-05-03 07:27:17.9596120	0	20	522	0	2003-05-22 16:55:13.9002458
134	2000-02-28 03:56:16.4021314	1	6	54	0	1989-11-11 16:37:40.7858208
135	1981-12-25 09:20:12.1612944	0	18	276	1	1954-07-26 23:12:50.6793563
136	1984-11-14 15:55:47.6181194	0	15	488	0	1993-01-02 01:40:49.8606902
137	1975-01-08 19:52:35.8138823	1	7	843	1	1974-11-11 20:48:14.3311205
138	1958-02-05 03:50:42.1993573	0	5	601	1	1984-04-09 18:54:08.1224258
139	1967-10-31 12:02:29.2827751	0	17	102	1	1970-06-08 21:10:52.3797599
140	1958-12-05 07:53:42.7360902	1	15	739	1	1995-02-21 08:18:03.2919588
141	2010-01-14 10:07:35.0158016	3	15	394	1	1983-01-05 19:58:08.4310282
142	1956-11-01 13:30:20.1711061	1	12	931	1	1979-03-24 06:39:17.1041443
143	1985-07-27 15:45:02.1811854	0	15	129	0	1990-02-28 06:16:33.6104730
144	1997-08-04 14:26:37.3702912	0	13	692	1	1958-08-19 18:16:59.7582491
145	1976-10-19 03:11:54.0135536	3	7	602	1	1998-11-16 10:10:40.6394174
146	2015-04-08 21:37:13.7983000	3	14	827	1	1966-10-27 18:01:12.4362899
147	1994-10-26 21:05:53.2873970	2	11	677	1	1979-01-05 13:33:58.5171760
148	1972-08-26 15:20:14.3969391	3	13	556	0	1994-08-31 03:15:19.0555314
149	1992-01-06 11:17:25.5780262	1	7	169	1	2010-08-31 08:14:24.7741336
150	1959-06-09 05:32:41.5402180	1	18	181	1	1954-02-20 07:47:12.9910706
151	2013-07-23 21:58:01.3912924	2	5	594	1	1959-05-28 00:44:29.8140857
152	2011-06-01 23:54:09.6210916	3	17	247	1	2002-01-01 23:32:43.1400786
153	1980-12-20 05:34:14.9950321	0	14	997	0	1988-12-08 13:28:09.1675520
154	1980-06-27 12:33:44.7224527	1	10	555	1	1991-01-03 20:16:13.1585990
155	1974-09-19 08:56:34.2333982	1	12	60	0	2012-09-02 03:55:10.0107796
156	1974-03-11 16:44:39.7443208	2	20	259	1	2013-08-22 13:32:38.0057236
157	1958-10-02 21:32:24.4269869	3	16	840	1	1971-10-20 08:08:44.8816701
158	2005-02-12 06:18:34.6512168	2	6	554	1	1987-07-05 01:02:44.2843518
159	1955-09-17 06:54:23.9357980	2	9	635	0	1989-03-02 22:59:52.0795156
160	1983-05-26 06:41:20.8467442	1	11	504	1	1989-05-25 18:12:50.8030918
161	1982-11-19 06:14:05.0653524	2	18	967	1	1984-05-06 18:45:59.7009348
162	1980-04-14 17:48:44.1048828	1	6	75	1	1953-02-21 11:11:21.5109202
163	1992-07-15 09:37:19.5127532	3	7	499	1	1980-03-14 10:57:04.2878889
164	1953-11-11 18:07:04.7655397	3	17	153	1	1987-07-09 01:28:10.3304706
165	2010-01-26 08:20:05.5772744	1	20	807	1	1991-06-14 22:08:44.8231276
166	1992-03-16 19:01:11.2693160	3	20	631	1	1987-03-10 18:47:36.7747594
167	2002-06-11 17:16:33.7534130	3	1	565	1	1978-08-04 16:36:49.7134764
168	2016-12-21 19:00:52.5641268	2	11	539	1	2003-10-23 07:25:51.4909200
